municipio,IDHM,IDHM Renda,IDHM Educação,IDHM Longevidade,municipio_sidra
Ataléia (MG),0.588,0.592,0.423,0.813,Ataléia - MG
Caldeirão Grande do Piauí (PI),0.588,0.561,0.486,0.744,Caldeirão Grande do Piauí - PI
Tupiratins (TO),0.587,0.601,0.425,0.791,Tupiratins - TO
Vera Cruz (RN),0.587,0.558,0.494,0.735,Vera Cruz - RN
Moita Bonita (SE),0.587,0.596,0.429,0.792,Moita Bonita - SE
Cachoeira dos Índios (PB),0.587,0.583,0.453,0.766,Cachoeira dos Índios - PB
Candeal (BA),0.587,0.554,0.465,0.787,Candeal - BA
Canarana (BA),0.587,0.555,0.496,0.734,Canarana - BA
Malhador (SE),0.587,0.587,0.442,0.781,Malhador - SE
Santana do Acaraú (CE),0.587,0.536,0.5,0.755,Santana do Acaraú - CE
Guaraqueçaba (PR),0.587,0.587,0.434,0.792,Guaraqueçaba - PR
Wagner (BA),0.587,0.573,0.479,0.737,Wagner - BA
Pé de Serra (BA),0.587,0.558,0.465,0.779,Pé de Serra - BA
Nova Mamoré (RO),0.587,0.619,0.424,0.769,Nova Mamoré - RO
Joaíma (MG),0.587,0.572,0.448,0.789,Joaíma - MG
Poço Branco (RN),0.587,0.562,0.471,0.766,Poço Branco - RN
Nova União (RO),0.587,0.608,0.442,0.753,Nova União - RO
Santa Teresinha (BA),0.587,0.549,0.459,0.804,Santa Teresinha - BA
Presidente Vargas (MA),0.587,0.47,0.56,0.768,Presidente Vargas - MA
Umirim (CE),0.587,0.514,0.524,0.751,Umirim - CE
Coronel Ezequiel (RN),0.587,0.545,0.476,0.778,Coronel Ezequiel - RN
Dom Feliciano (RS),0.587,0.633,0.39,0.818,Dom Feliciano - RS
São Francisco (SE),0.587,0.564,0.49,0.732,São Francisco - SE
Caiçara do Rio do Vento (RN),0.587,0.553,0.499,0.734,Caiçara do Rio do Vento - RN
Monte Horebe (PB),0.587,0.579,0.463,0.755,Monte Horebe - PB
Santarém Novo (PA),0.587,0.52,0.502,0.774,Santarém Novo - PA
Montezuma (MG),0.587,0.587,0.425,0.809,Montezuma - MG
Castelo do Piauí (PI),0.587,0.566,0.473,0.754,Castelo do Piauí - PI
Nossa Senhora da Glória (SE),0.587,0.591,0.456,0.75,Nossa Senhora da Glória - SE
Paulista (PB),0.587,0.587,0.461,0.747,Paulista - PB
Chaval (CE),0.586,0.524,0.536,0.716,Chaval - CE
Coari (AM),0.586,0.606,0.425,0.78,Coari - AM
Varzedo (BA),0.586,0.581,0.461,0.753,Varzedo - BA
Viçosa (AL),0.586,0.554,0.478,0.758,Viçosa - AL
Campo Formoso (BA),0.586,0.566,0.475,0.749,Campo Formoso - BA
Palmas de Monte Alto (BA),0.586,0.561,0.462,0.777,Palmas de Monte Alto - BA
Tavares (PB),0.586,0.56,0.462,0.777,Tavares - PB
Ibiara (PB),0.586,0.548,0.479,0.768,Ibiara - PB
Nossa Senhora de Nazaré (PI),0.586,0.557,0.462,0.78,Nossa Senhora de Nazaré - PI
Barreiros (PE),0.586,0.561,0.491,0.73,Barreiros - PE
Laje (BA),0.586,0.548,0.48,0.764,Laje - BA
Nhamundá (AM),0.586,0.513,0.503,0.779,Nhamundá - AM
Esperantinópolis (MA),0.586,0.561,0.503,0.713,Esperantinópolis - MA
Coqueiro Seco (AL),0.586,0.582,0.457,0.757,Coqueiro Seco - AL
Porto Calvo (AL),0.586,0.558,0.498,0.723,Porto Calvo - AL
Miguel Calmon (BA),0.586,0.571,0.472,0.745,Miguel Calmon - BA
Serra Grande (PB),0.586,0.549,0.491,0.745,Serra Grande - PB
Itaquitinga (PE),0.586,0.554,0.509,0.715,Itaquitinga - PE
Sussuapara (PI),0.586,0.563,0.476,0.749,Sussuapara - PI
Tomé-Açu (PA),0.586,0.596,0.424,0.798,Tomé-Açu - PA
Alto Longá (PI),0.585,0.567,0.47,0.751,Alto Longá - PI
Ibitiara (BA),0.585,0.55,0.49,0.744,Ibitiara - BA
Lagoa Nova (RN),0.585,0.542,0.483,0.764,Lagoa Nova - RN
Mamanguape (PB),0.585,0.585,0.453,0.756,Mamanguape - PB
Nina Rodrigues (MA),0.585,0.474,0.547,0.774,Nina Rodrigues - MA
Olho-D'Água do Borges (RN),0.585,0.577,0.482,0.719,Olho-D'Água do Borges - RN
Sairé (PE),0.585,0.581,0.44,0.784,Sairé - PE
São Caetano de Odivelas (PA),0.585,0.552,0.473,0.767,São Caetano de Odivelas - PA
Crisólita (MG),0.585,0.579,0.432,0.799,Crisólita - MG
Afonso Bezerra (RN),0.585,0.56,0.502,0.713,Afonso Bezerra - RN
Sento Sé (BA),0.585,0.535,0.48,0.778,Sento Sé - BA
Rio Tinto (PB),0.585,0.562,0.48,0.742,Rio Tinto - PB
Nacip Raydan (MG),0.585,0.64,0.377,0.831,Nacip Raydan - MG
Granjeiro (CE),0.585,0.533,0.526,0.715,Granjeiro - CE
Central do Maranhão (MA),0.585,0.503,0.557,0.713,Central do Maranhão - MA
São Tomé (RN),0.585,0.565,0.461,0.77,São Tomé - RN
Alegrete do Piauí (PI),0.585,0.564,0.475,0.749,Alegrete do Piauí - PI
Curral de Dentro (MG),0.585,0.571,0.462,0.759,Curral de Dentro - MG
Laranjal (PR),0.585,0.581,0.436,0.79,Laranjal - PR
Xique-Xique (BA),0.585,0.563,0.479,0.741,Xique-Xique - BA
Cícero Dantas (BA),0.585,0.59,0.477,0.712,Cícero Dantas - BA
Baixa Grande (BA),0.585,0.549,0.471,0.775,Baixa Grande - BA
Caraúbas (PB),0.585,0.58,0.485,0.71,Caraúbas - PB
Solidão (PE),0.585,0.547,0.485,0.755,Solidão - PE
Choró (CE),0.585,0.493,0.523,0.778,Choró - CE
Landri Sales (PI),0.584,0.563,0.48,0.738,Landri Sales - PI
Tejuçuoca (CE),0.584,0.517,0.52,0.742,Tejuçuoca - CE
Umbuzeiro (PB),0.584,0.545,0.514,0.712,Umbuzeiro - PB
Tabocas do Brejo Velho (BA),0.584,0.53,0.492,0.764,Tabocas do Brejo Velho - BA
Cafarnaum (BA),0.584,0.554,0.49,0.734,Cafarnaum - BA
Nova Iorque (MA),0.584,0.558,0.489,0.729,Nova Iorque - MA
Riacho da Cruz (RN),0.584,0.545,0.487,0.751,Riacho da Cruz - RN
São Francisco do Brejão (MA),0.584,0.556,0.479,0.748,São Francisco do Brejão - MA
Lajedo do Tabocal (BA),0.584,0.545,0.479,0.764,Lajedo do Tabocal - BA
Juarina (TO),0.584,0.563,0.478,0.742,Juarina - TO
Ibipitanga (BA),0.584,0.553,0.475,0.757,Ibipitanga - BA
Santo Antônio de Lisboa (PI),0.584,0.597,0.473,0.704,Santo Antônio de Lisboa - PI
Feira Nova (SE),0.584,0.546,0.473,0.773,Feira Nova - SE
Matriz de Camaragibe (AL),0.584,0.541,0.473,0.777,Matriz de Camaragibe - AL
Érico Cardoso (BA),0.584,0.558,0.471,0.758,Érico Cardoso - BA
Parari (PB),0.584,0.583,0.467,0.733,Parari - PB
Verdelândia (MG),0.584,0.542,0.462,0.797,Verdelândia - MG
Bom Jesus (RN),0.584,0.583,0.46,0.743,Bom Jesus - RN
Cavalcante (GO),0.584,0.595,0.415,0.808,Cavalcante - GO
Vale do Anari (RO),0.584,0.626,0.421,0.756,Vale do Anari - RO
Ibicuí (BA),0.584,0.586,0.435,0.78,Ibicuí - BA
Itanagra (BA),0.584,0.577,0.433,0.796,Itanagra - BA
Canavieira (PI),0.583,0.525,0.485,0.778,Canavieira - PI
Cristália (MG),0.583,0.518,0.482,0.795,Cristália - MG
Aiquara (BA),0.583,0.573,0.471,0.733,Aiquara - BA
Santa Bárbara (BA),0.583,0.554,0.462,0.775,Santa Bárbara - BA
Macambira (SE),0.583,0.573,0.474,0.728,Macambira - SE
Itaueira (PI),0.583,0.594,0.46,0.727,Itaueira - PI
Coluna (MG),0.583,0.59,0.43,0.782,Coluna - MG
Logradouro (PB),0.583,0.544,0.47,0.776,Logradouro - PB
Pau Brasil (BA),0.583,0.58,0.47,0.727,Pau Brasil - BA
Capitão de Campos (PI),0.583,0.552,0.465,0.773,Capitão de Campos - PI
Pedro Avelino (RN),0.583,0.577,0.435,0.788,Pedro Avelino - RN
São João da Ponta (PA),0.583,0.522,0.495,0.767,São João da Ponta - PA
Itacaré (BA),0.583,0.594,0.413,0.807,Itacaré - BA
Carnaíba (PE),0.583,0.54,0.505,0.727,Carnaíba - PE
Pinhão (SE),0.583,0.58,0.48,0.711,Pinhão - SE
Paramoti (CE),0.583,0.515,0.518,0.741,Paramoti - CE
Senador Elói de Souza (RN),0.583,0.523,0.504,0.752,Senador Elói de Souza - RN
Cabeceiras do Piauí (PI),0.583,0.54,0.476,0.769,Cabeceiras do Piauí - PI
Jacaré dos Homens (AL),0.583,0.543,0.481,0.759,Jacaré dos Homens - AL
Praia Norte (TO),0.583,0.526,0.517,0.73,Praia Norte - TO
Aroazes (PI),0.583,0.563,0.468,0.752,Aroazes - PI
Felisburgo (MG),0.583,0.577,0.462,0.744,Felisburgo - MG
Dois Irmãos do Tocantins (TO),0.583,0.551,0.442,0.813,Dois Irmãos do Tocantins - TO
Buritirana (MA),0.583,0.54,0.505,0.725,Buritirana - MA
Lucena (PB),0.583,0.577,0.469,0.734,Lucena - PB
São José da Safira (MG),0.583,0.6,0.432,0.765,São José da Safira - MG
Floresta do Araguaia (PA),0.583,0.573,0.437,0.792,Floresta do Araguaia - PA
Lagoa do Piauí (PI),0.583,0.548,0.464,0.778,Lagoa do Piauí - PI
Serra de São Bento (RN),0.582,0.551,0.482,0.741,Serra de São Bento - RN
Maracaçumé (MA),0.582,0.546,0.501,0.719,Maracaçumé - MA
Ubaíra (BA),0.582,0.581,0.447,0.759,Ubaíra - BA
Condeúba (BA),0.582,0.559,0.447,0.789,Condeúba - BA
Curuçá (PA),0.582,0.542,0.48,0.758,Curuçá - PA
Vertentes (PE),0.582,0.602,0.45,0.728,Vertentes - PE
Júlio Borges (PI),0.582,0.5,0.508,0.777,Júlio Borges - PI
Bento Fernandes (RN),0.582,0.542,0.494,0.737,Bento Fernandes - RN
São Domingos do Maranhão (MA),0.582,0.549,0.504,0.713,São Domingos do Maranhão - MA
Mombaça (CE),0.582,0.549,0.489,0.735,Mombaça - CE
Manicoré (AM),0.582,0.58,0.456,0.747,Manicoré - AM
Alagoa Grande (PB),0.582,0.576,0.43,0.797,Alagoa Grande - PB
Isaías Coelho (PI),0.582,0.628,0.41,0.767,Isaías Coelho - PI
Medicilândia (PA),0.582,0.605,0.408,0.8,Medicilândia - PA
Rubelita (MG),0.582,0.552,0.443,0.808,Rubelita - MG
Alhandra (PB),0.582,0.544,0.465,0.778,Alhandra - PB
Catolândia (BA),0.582,0.554,0.452,0.786,Catolândia - BA
Itatim (BA),0.582,0.55,0.459,0.782,Itatim - BA
Acajutiba (BA),0.582,0.56,0.487,0.723,Acajutiba - BA
Iracema (RR),0.582,0.56,0.434,0.81,Iracema - RR
Aricanduva (MG),0.582,0.553,0.454,0.787,Aricanduva - MG
Lagoa Salgada (RN),0.582,0.551,0.464,0.771,Lagoa Salgada - RN
São João da Serra (PI),0.582,0.545,0.478,0.757,São João da Serra - PI
Loreto (MA),0.582,0.516,0.495,0.771,Loreto - MA
Aracatu (BA),0.581,0.591,0.439,0.754,Aracatu - BA
Lago do Junco (MA),0.581,0.537,0.492,0.741,Lago do Junco - MA
Congo (PB),0.581,0.562,0.477,0.731,Congo - PB
Mascote (BA),0.581,0.567,0.464,0.744,Mascote - BA
Lima Campos (MA),0.581,0.578,0.481,0.705,Lima Campos - MA
Peixe-Boi (PA),0.581,0.543,0.478,0.754,Peixe-Boi - PA
Moraújo (CE),0.581,0.495,0.516,0.768,Moraújo - CE
Nova Ipixuna (PA),0.581,0.59,0.435,0.766,Nova Ipixuna - PA
Sigefredo Pacheco (PI),0.581,0.518,0.496,0.764,Sigefredo Pacheco - PI
São Sebastião do Maranhão (MG),0.581,0.564,0.427,0.816,São Sebastião do Maranhão - MG
São José do Brejo do Cruz (PB),0.581,0.535,0.473,0.776,São José do Brejo do Cruz - PB
Cabaceiras do Paraguaçu (BA),0.581,0.525,0.49,0.763,Cabaceiras do Paraguaçu - BA
Darcinópolis (TO),0.581,0.597,0.429,0.764,Darcinópolis - TO
Camacan (BA),0.581,0.608,0.419,0.768,Camacan - BA
Vila Nova dos Martírios (MA),0.581,0.555,0.491,0.718,Vila Nova dos Martírios - MA
Mata Verde (MG),0.581,0.581,0.45,0.749,Mata Verde - MG
São Sebastião do Umbuzeiro (PB),0.581,0.561,0.459,0.763,São Sebastião do Umbuzeiro - PB
Baía da Traição (PB),0.581,0.541,0.495,0.731,Baía da Traição - PB
Tenório (PB),0.581,0.565,0.49,0.707,Tenório - PB
Anapurus (MA),0.581,0.511,0.502,0.764,Anapurus - MA
Nova Olinda do Maranhão (MA),0.581,0.536,0.484,0.755,Nova Olinda do Maranhão - MA
Curaçá (BA),0.581,0.544,0.463,0.778,Curaçá - BA
Anajatuba (MA),0.581,0.523,0.492,0.762,Anajatuba - MA
Poranga (CE),0.581,0.527,0.5,0.746,Poranga - CE
São Bento (PB),0.58,0.597,0.424,0.769,São Bento - PB
Limoeiro de Anadia (AL),0.58,0.575,0.457,0.742,Limoeiro de Anadia - AL
Fortuna (MA),0.58,0.558,0.494,0.706,Fortuna - MA
Amaraji (PE),0.58,0.575,0.454,0.748,Amaraji - PE
Fervedouro (MG),0.58,0.583,0.42,0.796,Fervedouro - MG
Maurilândia do Tocantins (TO),0.58,0.542,0.498,0.724,Maurilândia do Tocantins - TO
Paraibano (MA),0.58,0.572,0.473,0.723,Paraibano - MA
Jaguaquara (BA),0.58,0.586,0.446,0.747,Jaguaquara - BA
Desterro (PB),0.58,0.551,0.49,0.724,Desterro - PB
Primavera (PE),0.58,0.572,0.444,0.767,Primavera - PE
Indiaroba (SE),0.58,0.533,0.475,0.772,Indiaroba - SE
Ponto Novo (BA),0.58,0.539,0.475,0.762,Ponto Novo - BA
Ibirajuba (PE),0.58,0.545,0.476,0.753,Ibirajuba - PE
São Francisco (PB),0.58,0.56,0.481,0.726,São Francisco - PB
Tamboril (CE),0.58,0.526,0.476,0.779,Tamboril - CE
Elesbão Veloso (PI),0.58,0.573,0.45,0.758,Elesbão Veloso - PI
Cipotânea (MG),0.579,0.592,0.437,0.75,Cipotânea - MG
Sucupira do Norte (MA),0.579,0.526,0.505,0.731,Sucupira do Norte - MA
Ipaporanga (CE),0.579,0.502,0.506,0.766,Ipaporanga - CE
Tanque do Piauí (PI),0.579,0.553,0.499,0.704,Tanque do Piauí - PI
Canguaretama (RN),0.579,0.557,0.486,0.718,Canguaretama - RN
Juarez Távora (PB),0.579,0.544,0.465,0.768,Juarez Távora - PB
Umbaúba (SE),0.579,0.567,0.476,0.719,Umbaúba - SE
Cachoeirinha (PE),0.579,0.587,0.439,0.753,Cachoeirinha - PE
Lagoa do Tocantins (TO),0.579,0.543,0.471,0.758,Lagoa do Tocantins - TO
Banzaê (BA),0.579,0.539,0.468,0.769,Banzaê - BA
Remanso (BA),0.579,0.569,0.451,0.757,Remanso - BA
Areia Branca (SE),0.579,0.579,0.434,0.773,Areia Branca - SE
Cordeiros (BA),0.579,0.561,0.454,0.763,Cordeiros - BA
Pilar (PB),0.579,0.544,0.461,0.775,Pilar - PB
Tucano (BA),0.579,0.596,0.458,0.712,Tucano - BA
São Desidério (BA),0.579,0.584,0.449,0.742,São Desidério - BA
Terra Nova (BA),0.578,0.581,0.474,0.7,Terra Nova - BA
Firmino Alves (BA),0.578,0.596,0.464,0.699,Firmino Alves - BA
Curuá (PA),0.578,0.501,0.495,0.78,Curuá - PA
Itambé (BA),0.578,0.589,0.436,0.75,Itambé - BA
Itamari (BA),0.578,0.595,0.454,0.713,Itamari - BA
Alvorada do Gurguéia (PI),0.578,0.52,0.496,0.749,Alvorada do Gurguéia - PI
Bacuri (MA),0.578,0.54,0.484,0.737,Bacuri - MA
Belém de Maria (PE),0.578,0.537,0.479,0.749,Belém de Maria - PE
Taperoá (PB),0.578,0.564,0.456,0.749,Taperoá - PB
Caririaçu (CE),0.578,0.549,0.483,0.73,Caririaçu - CE
Cachoeira de Pajeú (MG),0.578,0.563,0.444,0.771,Cachoeira de Pajeú - MG
Piritiba (BA),0.578,0.566,0.449,0.76,Piritiba - BA
Coronel João Pessoa (RN),0.578,0.549,0.471,0.748,Coronel João Pessoa - RN
Belém do Brejo do Cruz (PB),0.578,0.55,0.451,0.779,Belém do Brejo do Cruz - PB
Machados (PE),0.578,0.541,0.466,0.767,Machados - PE
Aquidabã (SE),0.578,0.573,0.452,0.747,Aquidabã - SE
Quixabeira (BA),0.578,0.547,0.469,0.753,Quixabeira - BA
Aparecida (PB),0.578,0.567,0.456,0.747,Aparecida - PB
Malhada de Pedras (BA),0.578,0.549,0.471,0.747,Malhada de Pedras - BA
Riachão das Neves (BA),0.578,0.527,0.471,0.779,Riachão das Neves - BA
Baião (PA),0.578,0.538,0.467,0.77,Baião - PA
Antônio Martins (RN),0.578,0.554,0.458,0.76,Antônio Martins - RN
São José do Bonfim (PB),0.578,0.549,0.493,0.713,São José do Bonfim - PB
Alcantil (PB),0.578,0.55,0.458,0.765,Alcantil - PB
Monte Alegre do Piauí (PI),0.578,0.531,0.474,0.768,Monte Alegre do Piauí - PI
Cametá (PA),0.577,0.538,0.474,0.754,Cametá - PA
São Sebastião do Uatumã (AM),0.577,0.561,0.464,0.739,São Sebastião do Uatumã - AM
Barra de Guabiraba (PE),0.577,0.558,0.474,0.726,Barra de Guabiraba - PE
Vereda (BA),0.577,0.568,0.436,0.777,Vereda - BA
Santa Cruz de Salinas (MG),0.577,0.548,0.463,0.757,Santa Cruz de Salinas - MG
São José de Espinharas (PB),0.577,0.543,0.448,0.79,São José de Espinharas - PB
Francisco Ayres (PI),0.577,0.565,0.45,0.756,Francisco Ayres - PI
Barra do Rocha (BA),0.577,0.585,0.465,0.705,Barra do Rocha - BA
Santa Cruz dos Milagres (PI),0.577,0.524,0.509,0.719,Santa Cruz dos Milagres - PI
Ibaretama (CE),0.577,0.517,0.489,0.759,Ibaretama - CE
Barra D'Alcântara (PI),0.577,0.526,0.471,0.777,Barra D'Alcântara - PI
Autazes (AM),0.577,0.539,0.446,0.799,Autazes - AM
Paripiranga (BA),0.577,0.567,0.472,0.717,Paripiranga - BA
Tanhaçu (BA),0.577,0.565,0.44,0.772,Tanhaçu - BA
Mar Vermelho (AL),0.577,0.54,0.465,0.766,Mar Vermelho - AL
Contendas do Sincorá (BA),0.577,0.579,0.477,0.695,Contendas do Sincorá - BA
Primavera (PA),0.577,0.571,0.435,0.772,Primavera - PA
Brasileira (PI),0.577,0.572,0.446,0.752,Brasileira - PI
União (PI),0.577,0.542,0.453,0.781,União - PI
Nossa Senhora Aparecida (SE),0.577,0.577,0.43,0.774,Nossa Senhora Aparecida - SE
Pindobaçu (BA),0.577,0.527,0.482,0.757,Pindobaçu - BA
Gracho Cardoso (SE),0.577,0.562,0.468,0.729,Gracho Cardoso - SE
Quixaba (PE),0.577,0.53,0.482,0.752,Quixaba - PE
Ibirataia (BA),0.576,0.571,0.424,0.789,Ibirataia - BA
Irajuba (BA),0.576,0.544,0.453,0.776,Irajuba - BA
Vila Flor (RN),0.576,0.561,0.471,0.722,Vila Flor - RN
João Alfredo (PE),0.576,0.569,0.466,0.72,João Alfredo - PE
Água Boa (MG),0.576,0.594,0.403,0.799,Água Boa - MG
Rio do Antônio (BA),0.576,0.555,0.465,0.74,Rio do Antônio - BA
Maiquinique (BA),0.576,0.586,0.472,0.69,Maiquinique - BA
Bela Vista do Piauí (PI),0.576,0.52,0.519,0.709,Bela Vista do Piauí - PI
Goiatins (TO),0.576,0.541,0.462,0.765,Goiatins - TO
Canto do Buriti (PI),0.576,0.571,0.462,0.724,Canto do Buriti - PI
Coroatá (MA),0.576,0.545,0.475,0.737,Coroatá - MA
Pirapemas (MA),0.576,0.501,0.514,0.741,Pirapemas - MA
Olho D'Água do Piauí (PI),0.576,0.537,0.477,0.746,Olho D'Água do Piauí - PI
Nazaré do Piauí (PI),0.576,0.531,0.51,0.707,Nazaré do Piauí - PI
Itaubal (AP),0.576,0.528,0.477,0.758,Itaubal - AP
Carinhanha (BA),0.576,0.525,0.477,0.763,Carinhanha - BA
Porto Acre (AC),0.576,0.593,0.418,0.771,Porto Acre - AC
Riachão (MA),0.576,0.572,0.442,0.757,Riachão - MA
Gongogi (BA),0.576,0.543,0.456,0.773,Gongogi - BA
Alagoa Nova (PB),0.576,0.567,0.451,0.749,Alagoa Nova - PB
Poção de Pedras (MA),0.576,0.543,0.481,0.732,Poção de Pedras - MA
Frei Miguelinho (PE),0.576,0.575,0.438,0.758,Frei Miguelinho - PE
Exu (PE),0.576,0.543,0.454,0.775,Exu - PE
Tarrafas (CE),0.576,0.529,0.482,0.751,Tarrafas - CE
Saboeiro (CE),0.575,0.533,0.499,0.715,Saboeiro - CE
Barra da Estiva (BA),0.575,0.566,0.469,0.717,Barra da Estiva - BA
Jaqueira (PE),0.575,0.557,0.454,0.751,Jaqueira - PE
Olinda Nova do Maranhão (MA),0.575,0.495,0.531,0.724,Olinda Nova do Maranhão - MA
Várzea do Poço (BA),0.575,0.581,0.462,0.707,Várzea do Poço - BA
Boa Hora (PI),0.575,0.534,0.46,0.772,Boa Hora - PI
Montes Altos (MA),0.575,0.534,0.486,0.732,Montes Altos - MA
Botuporã (BA),0.575,0.543,0.464,0.754,Botuporã - BA
Paes Landim (PI),0.575,0.537,0.492,0.721,Paes Landim - PI
Aratuípe (BA),0.575,0.57,0.443,0.753,Aratuípe - BA
Itambé (PE),0.575,0.566,0.463,0.727,Itambé - PE
Simões (PI),0.575,0.56,0.44,0.771,Simões - PI
Capixaba (AC),0.575,0.601,0.398,0.794,Capixaba - AC
Parnaguá (PI),0.575,0.526,0.464,0.777,Parnaguá - PI
Belo Campo (BA),0.575,0.562,0.444,0.76,Belo Campo - BA
Junqueiro (AL),0.575,0.586,0.454,0.714,Junqueiro - AL
Chã Preta (AL),0.575,0.537,0.481,0.737,Chã Preta - AL
Jupi (PE),0.575,0.56,0.487,0.698,Jupi - PE
Mocajuba (PA),0.575,0.539,0.467,0.754,Mocajuba - PA
Piripá (BA),0.575,0.547,0.453,0.768,Piripá - BA
Jitaúna (BA),0.575,0.563,0.479,0.704,Jitaúna - BA
Abaré (BA),0.575,0.533,0.46,0.776,Abaré - BA
Pedra Lavrada (PB),0.574,0.564,0.458,0.733,Pedra Lavrada - PB
Brejinho (PE),0.574,0.563,0.493,0.681,Brejinho - PE
Buriti dos Montes (PI),0.574,0.527,0.46,0.78,Buriti dos Montes - PI
Januário Cicco (RN),0.574,0.511,0.481,0.771,Januário Cicco - RN
Mogeiro (PB),0.574,0.538,0.481,0.732,Mogeiro - PB
Igrapiúna (BA),0.574,0.565,0.424,0.789,Igrapiúna - BA
Iaçu (BA),0.574,0.588,0.461,0.697,Iaçu - BA
Pau D'Arco (PA),0.574,0.571,0.443,0.748,Pau D'Arco - PA
Carutapera (MA),0.574,0.533,0.476,0.747,Carutapera - MA
Barreirinha (AM),0.574,0.469,0.522,0.774,Barreirinha - AM
Santana do Piauí (PI),0.574,0.539,0.476,0.736,Santana do Piauí - PI
Catingueira (PB),0.574,0.553,0.455,0.753,Catingueira - PB
Riachão (PB),0.574,0.515,0.481,0.763,Riachão - PB
Maragogi (AL),0.574,0.556,0.443,0.766,Maragogi - AL
Caiçara do Norte (RN),0.574,0.572,0.454,0.727,Caiçara do Norte - RN
Bonito de Santa Fé (PB),0.574,0.564,0.427,0.786,Bonito de Santa Fé - PB
São Félix do Tocantins (TO),0.574,0.55,0.446,0.771,São Félix do Tocantins - TO
Santo Antônio do Jacinto (MG),0.574,0.575,0.427,0.772,Santo Antônio do Jacinto - MG
Pindoba (AL),0.574,0.579,0.465,0.703,Pindoba - AL
Baraúna (RN),0.574,0.562,0.446,0.756,Baraúna - RN
Benjamin Constant (AM),0.574,0.526,0.471,0.763,Benjamin Constant - AM
Santa Inês (BA),0.574,0.571,0.47,0.704,Santa Inês - BA
Pedra Bonita (MG),0.573,0.557,0.457,0.74,Pedra Bonita - MG
Sobrado (PB),0.573,0.525,0.477,0.753,Sobrado - PB
Manoel Emídio (PI),0.573,0.534,0.466,0.758,Manoel Emídio - PI
Sossêgo (PB),0.573,0.531,0.46,0.769,Sossêgo - PB
Nova Olinda (PB),0.573,0.557,0.453,0.744,Nova Olinda - PB
Ipueiras (CE),0.573,0.534,0.479,0.735,Ipueiras - CE
São José do Peixe (PI),0.573,0.548,0.449,0.766,São José do Peixe - PI
Capela (AL),0.573,0.554,0.456,0.743,Capela - AL
São Sebastião do Tocantins (TO),0.573,0.516,0.487,0.748,São Sebastião do Tocantins - TO
São José da Laje (AL),0.573,0.574,0.434,0.755,São José da Laje - AL
Cristalândia do Piauí (PI),0.573,0.521,0.469,0.77,Cristalândia do Piauí - PI
Carnaubeira da Penha (PE),0.573,0.491,0.508,0.755,Carnaubeira da Penha - PE
Caldeirão Grande (BA),0.573,0.526,0.473,0.758,Caldeirão Grande - BA
Alcântara (MA),0.573,0.525,0.475,0.753,Alcântara - MA
Cerro Azul (PR),0.573,0.604,0.391,0.797,Cerro Azul - PR
Tacaratu (PE),0.573,0.521,0.507,0.711,Tacaratu - PE
Alvorada de Minas (MG),0.572,0.57,0.414,0.794,Alvorada de Minas - MG
Santa Inês (PB),0.572,0.54,0.492,0.706,Santa Inês - PB
Matina (BA),0.572,0.538,0.469,0.74,Matina - BA
Touros (RN),0.572,0.562,0.466,0.716,Touros - RN
Maturéia (PB),0.572,0.54,0.474,0.73,Maturéia - PB
Planaltino (BA),0.572,0.573,0.462,0.708,Planaltino - BA
Governador Eugênio Barros (MA),0.572,0.55,0.462,0.736,Governador Eugênio Barros - MA
Cumaru (PE),0.572,0.553,0.47,0.72,Cumaru - PE
São Bernardo (MA),0.572,0.514,0.479,0.762,São Bernardo - MA
Itapebi (BA),0.572,0.568,0.458,0.718,Itapebi - BA
Piaçabuçu (AL),0.572,0.538,0.479,0.727,Piaçabuçu - AL
São Brás (AL),0.572,0.533,0.48,0.732,São Brás - AL
Inhangapi (PA),0.572,0.55,0.456,0.748,Inhangapi - PA
Mairi (BA),0.572,0.575,0.438,0.744,Mairi - BA
Tuntum (MA),0.572,0.534,0.483,0.726,Tuntum - MA
Rio Real (BA),0.572,0.568,0.452,0.729,Rio Real - BA
Barra de São Miguel (PB),0.572,0.584,0.44,0.728,Barra de São Miguel - PB
Olho D'Água (PB),0.572,0.533,0.452,0.776,Olho D'Água - PB
Água Branca (PB),0.572,0.542,0.484,0.712,Água Branca - PB
Itaeté (BA),0.572,0.536,0.485,0.719,Itaeté - BA
Rio Grande do Piauí (PI),0.572,0.552,0.442,0.767,Rio Grande do Piauí - PI
Angelim (PE),0.572,0.555,0.448,0.751,Angelim - PE
Ouricuri (PE),0.572,0.578,0.419,0.773,Ouricuri - PE
Riachinho (TO),0.572,0.503,0.49,0.76,Riachinho - TO
Sítio Novo (RN),0.572,0.528,0.491,0.722,Sítio Novo - RN
Palmeirante (TO),0.571,0.564,0.436,0.756,Palmeirante - TO
Barroquinha (CE),0.571,0.512,0.505,0.72,Barroquinha - CE
Vieirópolis (PB),0.571,0.537,0.455,0.762,Vieirópolis - PB
Caturama (BA),0.571,0.543,0.446,0.77,Caturama - BA
Novo Cruzeiro (MG),0.571,0.562,0.415,0.797,Novo Cruzeiro - MG
Santa Helena (MA),0.571,0.531,0.471,0.746,Santa Helena - MA
Viçosa do Ceará (CE),0.571,0.521,0.475,0.753,Viçosa do Ceará - CE
Itapitanga (BA),0.571,0.536,0.454,0.764,Itapitanga - BA
